,angDist,kepid,source_id,ra_gaia,ra_error,dec_gaia,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,tm_designation,ra_kic,dec_kic,kepmag,teff,teff_err1,teff_err2,teff_prov,logg_gk,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,kepoi_name,planet?,relative_parallax_err,Teff,logg_mc,Mass,Prot,Prot_err,Rper,LPH,w,DC,Flag,jz
23587,0.033675,8307824.0,2.0783328234117632e+18,294.72959554533,0.0315,44.29654826456,0.0371,1.2506,0.0363,1.41,0.067,3.979,0.071,126453.0,43.1958,12.933545,69172.4,92.854,13.251556,83988.2,45.897,12.451374,0.800182,43.46,13.05,5925.0,1.1913,0.6033,1.69,3.168,b'2MASS J19385509+4417475',294.72958,44.296539,12.95,6183.0,185.0,-167.0,b'PHO1',4.172,0.234,-0.126,b'FLK73',-0.48,0.3,-0.3,b'KIC0',1.312,0.271,-0.301,0.934,0.146,-0.097,b'DSEP',0.0,0.0,0.0,11.855,11.557,11.506,b'N/A',b'none',0.02902606748760595,5916,4.28,1.0816,3.736,0.087,5365.01,1.1740000000000002,0.6429,0,---,3.1311315098030073
23614,0.047277,8311074.0,2.0796439223091205e+18,295.75390705366,0.0158,44.29071510614,0.0193,3.5401,0.0192,16.402,0.034,11.192,0.041,123069.0,61.0013,12.962996,58634.5,115.648,13.431006,92347.7,92.0728,12.348355,1.08265,-18.86,2.65,5011.0,0.1603,0.08,0.87,0.427,b'2MASS J19430091+4417264',295.75381,44.29068,12.999,5189.0,155.0,-140.0,b'PHO1',4.546,0.085,-0.093,b'KIC0',-0.42,0.35,-0.25,b'KIC0',0.739,0.099,-0.081,0.699,0.108,-0.043,b'DSEP',0.0,0.0,0.0,11.611,10.964,10.846,b'N/A',b'none',0.0054235756052088925,5011,4.25,0.8371,10.794,0.039,9253.59,0.8420000000000001,0.4684,0,---,0.7087325266637593
23632,0.054357,8312731.0,2.0795867820645105e+18,296.276847021,0.0137,44.20134605791,0.0154,1.4732,0.0164,0.857,0.03,0.638,0.027,117411.0,36.015,13.01409,62069.7,96.2056,13.369189,81008.0,68.4416,12.490601,0.878589,-18.99,1.38,6000.06,0.624,0.286,1.35,2.113,b'2MASS J19450644+4412048',296.27686,44.201351,13.003,6056.0,183.0,-183.0,b'PHO1',4.33,0.14,-0.14,b'FLK73',-0.22,0.3,-0.3,b'KIC0',1.121,0.244,-0.2,0.979,0.138,-0.1,b'DSEP',0.0,0.0,0.0,11.877,11.563,11.53,b'N/A',b'none',0.011132229161010046,5800,3.98,1.0477,15.049000000000001,1.922,614.58,0.475,0.35200000000000004,0,---,0.7514553686123971
23653,0.025345,8314755.0,2.078931335697175e+18,296.86261400084,0.0138,44.26976189624,0.0159,2.0569,0.0171,4.601,0.03,-8.01,0.029,99178.2,24.5279,13.197325,50089.7,81.708,13.602017,70970.0,60.5647,12.634233,0.967784,9.64,1.19,5361.33,0.5237,0.2595,1.14,0.962,b'2MASS J19472701+4416112',296.86258,44.269791,13.211,5570.0,167.0,-150.0,b'PHO1',4.447,0.15,-0.165,b'KIC0',-0.48,0.3,-0.3,b'KIC0',0.855,0.175,-0.131,0.746,0.123,-0.044,b'DSEP',0.0,0.0,0.0,11.936,11.653,11.593,b'N/A',b'none',0.008313481452671495,5379,4.45,0.9326,13.86,0.33899999999999997,2209.72,0.685,0.4207,0,---,0.991793602164377
23661,0.05174,8316286.0,2.0789402348699146e+18,297.23980566945,0.0146,44.29116235989,0.0166,6.3474,0.0171,0.599,0.033,7.004,0.032,57638.1,17.0433,13.786592,19144.0,43.4461,14.646308,56508.3,52.9199,12.88164,1.764668,-13.35,9.07,4080.82,0.449,0.22,0.6,0.09,b'2MASS J19485755+4417280',297.23981,44.291119,13.814,4094.0,109.0,-121.0,b'PHO1',4.658,0.056,-0.02,b'KIC0',-0.14,0.3,-0.3,b'KIC0',0.594,0.037,-0.069,0.585,0.055,-0.061,b'DSEP',0.0,0.0,0.0,11.777,11.075,10.933,b'N/A',b'none',0.0026940164476793645,3969,4.5,0.5306,15.955,0.132,4681.83,1.126,0.6232,0,---,0.4235918907875036
23675,0.029132,8321396.0,2.079059841120015e+18,298.47363493785,0.0239,44.28357073797,0.0278,6.4126,0.0302,-12.978,0.05,10.31,0.051,92189.9,32.2341,13.276657,31165.4,69.1458,14.117207,89461.5,117.236,12.38283,1.734377,-30.32,5.08,4376.91,1.079,0.516,0.6,0.12,b'2MASS J19535369+4417006',298.47372,44.28352,13.263,4157.0,123.0,-135.0,b'PHO1',4.634,0.049,-0.021,b'KIC0',0.04,0.25,-0.3,b'KIC0',0.634,0.034,-0.063,0.631,0.051,-0.057,b'DSEP',0.0,0.0,0.0,11.2,10.577,10.409,b'N/A',b'none',0.004709478214764682,4018,4.58,0.5499,23.183000000000003,0.168,9254.04,0.9470000000000001,0.5801,0,---,1.5646659742266174
23755,0.40742,8329696.0,2.0760694787307727e+18,300.7875983547,0.0266,44.25424931175,0.0364,2.9128,0.0359,-4.829,0.057,5.037,0.072,135037.0,47.9379,12.862233,69867.6,105.167,13.240699,95364.6,175.63,12.313452,0.927247,-24.05,5.45,5249.17,0.045,0.021,0.98,0.663,b'2MASS J20030906+4415154',300.78775,44.254299,12.869,5940.0,178.0,-196.0,b'PHO1',4.236,0.22,-0.18,b'KIC0',-0.14,0.3,-0.3,b'KIC0',1.248,0.36,-0.294,0.978,0.159,-0.106,b'DSEP',0.0,0.0,0.0,11.117,11.002,10.841,b'N/A',b'none',0.012324910738808021,5632,4.24,1.0005,6.778,0.223,3842.29,0.894,0.5232,0,---,1.724775655628864
23786,0.092612,8331644.0,2.081879951006951e+18,301.2884422087,0.1031,44.20867341062,0.1378,5.7015,0.1362,52.664,0.24,-8.342,0.255,110181.0,24.6457,13.083102,43787.2,51.5995,13.748019,96718.4,99.1283,12.298147,1.449872,-83.96,2.27,4528.23,0.288,0.179,0.67,0.17,b'2MASS J20050914+4412313',301.28809,44.20871,13.058,4446.0,132.0,-132.0,b'PHO1',4.658,0.054,-0.027,b'KIC0',-0.56,0.35,-0.3,b'KIC0',0.589,0.045,-0.056,0.575,0.061,-0.038,b'DSEP',0.0,0.0,0.0,11.283,10.659,10.581,b'N/A',b'none',0.02388845040778742,4344,4.46,0.6807,42.148,1.133,1048.3,0.537,0.3082,0,---,17.070366746718516
23806,0.075204,8344611.0,2.1173976125484964e+18,281.69707505257,0.0169,44.3704889231,0.0227,1.2379,0.0221,-3.405,0.036,-19.257,0.041,168464.0,62.9114,12.622101,86284.0,148.752,13.011562,117714.0,135.323,12.084853,0.926709,15.63,14.34,5444.5,,,2.38,4.466,b'2MASS J18464730+4422141',281.69711,44.37059,12.65,5718.0,152.0,-152.0,b'PHO1',4.266,0.236,-0.193,b'KIC0',-0.2,0.3,-0.25,b'KIC0',1.137,0.326,-0.267,0.871,0.133,-0.071,b'DSEP',0.0,0.0,0.0,11.492,11.135,11.048,b'N/A',b'none',0.017852815251635835,5484,4.25,0.9604,7.6129999999999995,0.003,19936.08,1.526,0.7555,0,---,3.033746764977123
23809,0.06898,8344972.0,2.105388467374911e+18,281.92229236319,0.0172,44.34404760376,0.0188,2.3129,0.0202,-8.393,0.035,14.017,0.036,285488.0,45.9561,12.049397,153856.0,174.192,12.383599,190100.0,142.259,11.564465,0.819135,32.57,9.77,5800.5,,,1.44,2.105,b'2MASS J18474136+4420383',281.92236,44.344002,12.103,6022.0,162.0,-144.0,b'PHO1',4.168,0.253,-0.136,b'FLK73',-0.52,0.3,-0.25,b'KIC0',1.274,0.262,-0.32,0.872,0.12,-0.074,b'DSEP',0.0,0.0,0.0,10.984,10.646,10.613,b'N/A',b'none',0.008733624454148471,5754,4.33,1.0346,15.367,0.071,2283.33,0.706,0.4996,0,---,15.15191453860434
23839,0.115877,8350026.0,2.1067003952030894e+18,284.70790683637,0.0235,44.31990227063,0.0247,7.1343,0.0279,-35.539,0.045,-26.764,0.043,3019200.0,1605.27,9.488636,1668370.0,2526.59,9.795654,1908030.0,3061.44,9.060455,0.735199,14.77,4.28,6018.0,0.3067,0.138,1.4,2.316,b'2MASS J18584995+4419121',284.70813,44.320049,9.542,6120.0,190.0,-232.0,b'PHO1',4.339,0.108,-0.201,b'KIC0',0.08,0.25,-0.3,b'KIC0',1.19,0.38,-0.175,1.128,0.164,-0.147,b'DSEP',0.0,0.0,0.0,8.582,8.33,8.282,b'N/A',b'none',0.003910685000630756,5872,4.34,1.0686,3.603,0.006,10318.88,1.099,0.6081,0,---,5.345317312019498
23848,0.1537,8350612.0,2.105953758089232e+18,285.02505348604,0.0167,44.35151100771,0.0195,10.6458,0.0197,22.61,0.036,118.488,0.037,109555.0,31.5832,13.089283,33079.0,61.2862,14.052507,113647.0,113.997,12.123028,1.92948,-19.61,1.52,3894.61,0.224,0.1663,0.57,0.068,b'2MASS J19000597+4421034',285.0249,44.35096,13.132,4035.0,126.0,-154.0,b'KIC0',4.644,0.056,-0.021,b'KIC0',0.14,0.25,-0.3,b'KIC0',0.621,0.034,-0.064,0.618,0.048,-0.06,b'DSEP',0.0,0.0,0.0,10.88,10.217,10.027,b'N/A',b'none',0.0018504950309042062,3881,4.41,0.4962,37.439,0.255,3930.81,0.685,0.4172,0,---,0.8467308499584574
23852,0.070152,8350958.0,2.1059421444976945e+18,285.22028673281,0.0195,44.30691448473,0.0214,3.5292,0.0232,5.32,0.046,-1.004,0.041,283476.0,112.87,12.057076,138860.0,236.732,12.494944,205359.0,216.087,11.480636,1.014308,5.12,1.13,5214.73,0.464,0.2335,1.2,0.954,b'2MASS J19005286+4418249',285.22025,44.306938,12.112,5405.0,145.0,-145.0,b'PHO1',4.559,0.048,-0.12,b'KIC0',-0.12,0.3,-0.3,b'KIC0',0.804,0.148,-0.074,0.854,0.089,-0.089,b'DSEP',0.0,0.0,0.0,10.793,10.41,10.344,b'N/A',b'none',0.006573727756998753,5204,4.55,0.887,9.918,0.027999999999999997,8465.05,1.253,0.6717,0,---,0.4535992228533728
23916,0.049097,8360838.0,2.1268917923785892e+18,290.11403634911,0.0264,44.39594679165,0.0315,2.9494,0.0296,10.202,0.057,10.371,0.064,93474.4,19.9585,13.261635,44498.2,171.019,13.730532,72577.0,188.105,12.609922,1.120609,-48.35,6.3,5002.56,0.334,0.164,0.91,0.468,b'2MASS J19202735+4423452',290.11398,44.395889,13.256,5031.0,150.0,-150.0,b'PHO1',4.644,0.065,-0.035,b'KIC0',-0.9,0.3,-0.3,b'KIC0',0.615,0.048,-0.048,0.608,0.056,-0.026,b'DSEP',0.0,0.0,0.0,11.814,11.36,11.281,b'N/A',b'none',0.010035939513121313,4894,4.5,0.8067,35.266999999999996,0.951,4960.24,0.486,0.3045,0,---,1.527822917025992
23939,0.184279,8364437.0,2.1262294740620498e+18,291.39225968263,0.0128,44.37909427693,0.015,4.8405,0.0156,-63.726,0.027,-61.595,0.029,117995.0,39.414,13.008706,52705.7,56.835,13.546743,93668.0,66.0858,12.332942,1.213801,-12.62,2.47,5026.0,0.016,0.008,0.62,0.218,b'2MASS J19253424+4422458',291.3927,44.379391,13.001,4845.0,130.0,-145.0,b'PHO1',4.674,0.027,-0.063,b'KIC0',-0.46,0.3,-0.3,b'KIC0',0.629,0.071,-0.041,0.684,0.067,-0.06,b'DSEP',0.0,0.0,0.0,11.487,10.974,10.867,b'N/A',b'none',0.0032228075612023553,4693,4.71,0.7534,18.619,0.187,5681.75,1.159,0.6791,0,---,9.747109213193403
23942,0.144024,8364837.0,2.1261885172540063e+18,291.54544396887,0.0112,44.39505860457,0.0129,2.5465,0.0134,-0.101,0.024,10.288,0.025,103881.0,32.1086,13.147021,53278.4,41.9664,13.535009,73376.7,106.292,12.598024,0.936985,-47.89,0.32,5375.0,0.045,0.03,0.93,0.656,b'2MASS J19261092+4423420',291.5455,44.39502,13.149,5573.0,166.0,-150.0,b'PHO1',4.472,0.117,-0.143,b'KIC0',-0.42,0.3,-0.3,b'KIC0',0.844,0.167,-0.111,0.771,0.112,-0.056,b'DSEP',0.0,0.0,0.0,11.884,11.563,11.48,b'N/A',b'none',0.005262124484586688,5375,4.49,0.9316,22.936,0.889,3201.1,0.649,0.4564,0,---,0.5834247516151048
23943,0.097172,8364888.0,2.1261884785927675e+18,291.56770114649,0.0346,44.39277889766,0.0383,1.7439,0.0403,7.703,0.081,11.666,0.086,229345.0,128.939,12.287142,123873.0,289.434,12.618942,152146.0,234.73,11.806267,0.812676,-20.51,6.78,5789.0,,,1.72,2.976,b'2MASS J19261624+4423338',291.56769,44.392719,12.352,5997.0,71.0,-89.0,b'SPE68',4.394,0.059,-0.119,b'SPE68',0.14,0.15,-0.15,b'SPE68',1.108,0.173,-0.08,1.109,0.067,-0.073,b'DSEP',0.0,0.0,0.0,11.227,10.962,10.905,b'N/A',b'none',0.02310912322954298,5754,4.42,1.0346,4.48,0.013000000000000001,11420.94,1.14,0.6254,0,---,0.9314423535422504
23959,0.125853,8367302.0,2.1263595943919137e+18,292.4939212307,0.0253,44.30485256594,0.0273,1.7046,0.0309,-2.793,0.054,1.877,0.049,217096.0,32.064,12.346738,117225.0,102.145,12.678838,143539.0,107.95,11.869498,0.80934,-55.61,1.2,5813.0,,,1.69,2.944,b'2MASS J19295854+4418173',292.49393,44.30481,12.406,6131.0,167.0,-186.0,b'PHO1',4.124,0.221,-0.136,b'FLK73',0.0,0.25,-0.3,b'KIC0',1.531,0.324,-0.395,1.137,0.159,-0.159,b'DSEP',0.0,0.0,0.0,11.318,11.069,11.006,b'N/A',b'none',0.01812741992256248,5865,4.37,1.0666,14.33,0.14,696.66,0.431,0.3261,0,---,0.911608948811848
23973,0.079012,8374139.0,2.0783221031734748e+18,294.8775766357,0.0108,44.33360472753,0.0128,2.1363,0.0129,-2.826,0.023,7.545,0.023,101403.0,22.7519,13.173241,53392.3,55.2981,13.532692,69342.5,75.8177,12.659422,0.87327,-14.2,3.88,5673.5,0.1042,0.0625,0.97,0.884,b'2MASS J19393062+4420008',294.87762,44.333561,13.223,6008.0,161.0,-179.0,b'PHO1',4.467,0.063,-0.147,b'FLK73',-0.16,0.3,-0.3,b'KIC0',0.967,0.205,-0.111,1.0,0.109,-0.133,b'DSEP',0.0,0.0,0.0,12.071,11.747,11.709,b'N/A',b'none',0.006038477741890184,5733,4.41,1.0286,14.677999999999999,0.397,3191.95,0.6829999999999999,0.4761,0,---,2.574345257590429
23993,0.064051,8376901.0,2.07964625877139e+18,295.76638498283,0.0119,44.38515285302,0.0142,4.6807,0.0139,-27.12,0.027,-11.704,0.028,96441.8,28.9665,13.227702,39646.6,70.8196,13.855873,81936.2,69.2016,12.47823,1.377643,-12.83,3.34,4651.67,0.232,0.1005,0.71,0.211,b'2MASS J19430397+4423068',295.76654,44.38522,13.242,4488.0,120.0,-146.0,b'PHO1',4.708,0.052,-0.032,b'KIC0',-1.0,0.3,-0.3,b'KIC0',0.534,0.038,-0.046,0.531,0.04,-0.029,b'DSEP',0.0,0.0,0.0,11.51,10.951,10.83,b'N/A',b'none',0.0029696412929690005,4381,4.34,0.6957,17.667,0.053,10612.55,1.23,0.6931,0,---,4.096404441867327
24018,0.053219,8378588.0,2.0795897326990648e+18,296.27865957205,0.0185,44.36139280276,0.0211,5.5378,0.0223,6.75,0.039,5.408,0.039,211712.0,70.9804,12.374001,97654.3,165.408,12.877159,161529.0,164.644,11.741296,1.135863,-0.08,1.1,4917.83,0.17,0.0887,0.76,0.307,b'2MASS J19450686+4421409',296.27863,44.361382,12.41,5115.0,153.0,-138.0,b'PHO1',4.511,0.095,-0.142,b'KIC0',-0.12,0.3,-0.3,b'KIC0',0.798,0.105,-0.086,0.754,0.106,-0.057,b'DSEP',0.0,0.0,0.0,10.962,10.513,10.412,b'N/A',b'none',0.004026869876124093,4947,4.25,0.8205,25.7,0.13699999999999998,13130.55,0.991,0.5649,0,---,0.2326068210440881
24041,0.768561,8379927.0,2.0789299613078272e+18,296.67306456875,0.1064,44.34853699673,0.1326,23.8792,0.1324,117.284,0.248,3.089,0.268,31981700.0,7710.17,6.926114,17455500.0,23115.5,7.246554,20277100.0,38106.1,6.494403,0.752151,-2.8,1.38,5996.75,0.2865,0.1607,1.37,2.191,b'2MASS J19464129+4420547',296.67206,44.34853,6.961,6022.0,77.0,-71.0,b'PHO10',4.397,0.009,-0.009,b'AST10',-0.24,0.35,-0.3,b'PHO10',1.03,0.072,-0.055,0.964,0.134,-0.098,b'DSEP',0.0,0.0,0.0,5.934,5.698,5.624,b'N/A',b'none',0.005544574357599919,5763,4.24,1.0371,17.259,0.026000000000000002,3968.51,1.175,0.6184,0,---,1.247914362206412
24063,0.060068,8386158.0,2.0790758527579814e+18,298.24535689601,0.0228,44.38237996747,0.0295,2.7675,0.0333,7.944,0.048,12.222,0.046,229925.0,71.2927,12.284398,124565.0,183.029,12.612901,151905.0,125.241,11.807989,0.804912,-14.6,2.32,5845.0,0.111,0.0627,1.06,1.181,b'2MASS J19525887+4422563',298.24533,44.38232,12.332,6050.0,162.0,-180.0,b'PHO1',4.484,0.054,-0.216,b'KIC0',-0.14,0.25,-0.35,b'KIC0',0.963,0.305,-0.102,1.029,0.143,-0.13,b'DSEP',0.0,0.0,0.0,11.261,11.008,10.955,b'N/A',b'none',0.012032520325203253,5811,4.48,1.0509,4.748,0.013999999999999999,10692.63,1.341,0.711,0,---,0.3024436869264753
24069,0.0419,8386623.0,2.0790725885828803e+18,298.3602290568,0.0498,44.31532581491,0.0561,6.0562,0.0651,64.397,0.101,-10.682,0.095,411676.0,65.2663,11.651976,184243.0,167.846,12.187912,323114.0,159.986,10.988529,1.199383,-38.98,2.33,4849.63,0.643,0.2963,1.01,0.507,b'2MASS J19532635+4418553',298.35983,44.31538,11.632,4819.0,145.0,-130.0,b'PHO1',4.628,0.058,-0.031,b'FLK73',-0.6,0.3,-0.3,b'KIC0',0.632,0.055,-0.055,0.618,0.071,-0.036,b'DSEP',0.0,0.0,0.0,10.145,9.637,9.539,b'N/A',b'none',0.010749314751824578,4684,4.6,0.7509999999999999,34.881,1.588,775.99,0.449,0.308,0,---,18.806739545222847
24148,0.059513,8408982.0,2.1173695406436925e+18,281.07352489518,0.0187,44.45741946329,0.0232,6.2532,0.0234,19.045,0.04,-32.258,0.041,817984.0,924.931,10.906504,429463.0,1735.88,11.269074,551106.0,1565.25,10.408833,0.860242,4.01,0.59,5658.9,0.089,0.0403,0.95,0.833,b'2MASS J18441761+4427271',281.07343,44.45755,10.914,5864.0,146.0,-146.0,b'PHO1',4.173,0.241,-0.13,b'FLK73',-0.26,0.3,-0.25,b'KIC0',1.299,0.268,-0.327,0.916,0.133,-0.089,b'DSEP',0.0,0.0,0.0,9.787,9.488,9.411,b'N/A',b'none',0.003742084052964882,5621,4.44,0.9975,7.364,0.12,4656.61,0.711,0.4305,0,---,1.1748326294438882
24155,0.032292,8409479.0,2.1173195472244086e+18,281.42996509498,0.0178,44.42381637537,0.025,2.4388,0.022,0.556,0.038,15.676,0.042,175901.0,97.3442,12.575192,95889.6,215.579,12.896959,115285.0,182.774,12.107486,0.789474,-30.61,1.07,6171.04,0.0487,0.025,0.94,1.149,b'2MASS J18454319+4425254',281.42996,44.42374,12.624,6160.0,185.0,-185.0,b'PHO1',4.243,0.204,-0.185,b'KIC0',-0.18,0.3,-0.3,b'KIC0',1.276,0.391,-0.293,1.038,0.169,-0.127,b'DSEP',0.0,0.0,0.0,11.571,11.299,11.247,b'N/A',b'none',0.009020829916352304,5912,4.26,1.0804,8.458,0.016,15388.58,1.173,0.6901,0,---,1.1006839544122682
24161,0.322788,8410374.0,2.1053962713335214e+18,282.00701024186,0.1451,44.48144785605,0.1981,3.2116,0.1771,7.673,0.317,-10.915,0.388,85743.4,28.2625,13.355364,47960.1,395.218,13.649187,80524.0,812.959,12.497107,1.152081,13.29,6.68,5076.0,,,0.77,0.357,b'2MASS J18480164+4428533',282.00684,44.48148,13.046,4971.0,151.0,-136.0,b'PHO1',4.566,0.072,-0.039,b'KIC0',-0.3,0.3,-0.3,b'KIC0',0.718,0.065,-0.071,0.693,0.093,-0.05,b'DSEP',0.0,0.0,0.0,11.638,11.214,11.035,b'N/A',b'none',0.05514385353095031,4843,4.49,0.7933,23.853,0.11699999999999999,3426.73,0.8,0.5174,0,---,0.691225840008132
24167,0.007928,8411073.0,2.1054048612682117e+18,282.39807577282,0.012,44.46931915723,0.0133,4.2249,0.014,-3.954,0.026,-11.765,0.026,120853.0,36.4852,12.982721,53415.6,70.7946,13.532219,96773.2,73.229,12.297532,1.234687,-28.73,1.11,4906.57,0.3715,0.1777,0.76,0.302,b'2MASS J18493554+4428097',282.3981,44.469372,12.983,4858.0,146.0,-131.0,b'PHO1',4.593,0.06,-0.035,b'KIC0',-0.36,0.35,-0.3,b'KIC0',0.682,0.062,-0.062,0.666,0.088,-0.047,b'DSEP',0.0,0.0,0.0,11.376,10.886,10.796,b'N/A',b'none',0.003313687897938413,4705,4.47,0.7567,33.205,2.5540000000000003,4251.66,0.662,0.4156,0,---,0.4224676169060384
24176,0.088363,8414062.0,2.1066733154304814e+18,284.06338779738,0.0418,44.45519066742,0.0469,3.4183,0.0475,-34.909,0.09,21.146,0.095,895800.0,258.443,10.807838,513757.0,526.836,11.074494,550869.0,285.466,10.409298,0.665196,-3.11,2.26,6238.75,0.379,0.1775,1.48,2.975,b'2MASS J18561527+4427183',284.06363,44.45509,10.895,6212.0,74.0,-84.0,b'SPE72',4.103,0.02,-0.022,b'AST10',-0.2,0.15,-0.15,b'SPE72',1.529,0.093,-0.07,1.082,0.11,-0.07,b'DSEP',0.0,0.0,0.0,9.937,9.715,9.681,b'N/A',b'none',0.013895796155983969,6278,4.11,1.1968,11.383,0.303,472.9,0.423,0.2846,0,---,33.2907455237315
24238,0.114938,8423087.0,2.1031050566005123e+18,288.84191392699,0.0239,44.42268635091,0.0236,3.2259,0.0246,1.312,0.048,0.245,0.048,279390.0,139.277,12.072839,153745.0,340.009,12.384386,181779.0,260.086,11.61306,0.771326,-22.12,1.57,5897.0,0.0515,0.013,0.98,1.053,b'2MASS J19152206+4425217',288.84195,44.422691,12.116,5966.0,71.0,-83.0,b'SPE68',4.372,0.095,-0.116,b'SPE68',-0.06,0.15,-0.15,b'SPE68',1.082,0.18,-0.11,1.006,0.073,-0.059,b'DSEP',0.0,0.0,0.0,11.063,10.815,10.75,b'N/A',b'none',0.0076257788524132794,5905,4.29,1.0783,5.078,0.01,9012.1,1.2790000000000001,0.6954,0,---,0.3943781412580585
24257,0.112885,8424593.0,2.1269253962028557e+18,289.48246344016,0.0217,44.4135898374,0.0309,5.7006,0.0272,40.001,0.046,-41.59,0.053,843260.0,572.191,10.873463,443174.0,769.938,11.234953,568575.0,797.014,10.37495,0.860003,-0.53,8.82,5597.67,0.1803,0.0815,1.08,1.038,b'2MASS J19175572+4424496',289.48221,44.413799,10.911,5686.0,154.0,-154.0,b'PHO1',4.575,0.04,-0.16,b'KIC0',-0.42,0.3,-0.3,b'KIC0',0.782,0.195,-0.065,0.839,0.089,-0.08,b'DSEP',0.0,0.0,0.0,9.76,9.46,9.393,b'N/A',b'none',0.004771427569027821,5501,4.58,0.965,13.868,0.042,8439.66,1.068,0.652,0,---,10.416318195666747
24267,0.044118,8426293.0,2.126893613444761e+18,290.14544975294,0.0171,44.47582388587,0.0194,1.5033,0.0197,0.096,0.038,11.763,0.043,128312.0,34.5757,12.917697,67833.8,85.7085,13.272773,86832.0,60.0549,12.415221,0.857552,-32.32,8.8,5682.5,0.3137,0.1497,1.55,2.257,b'2MASS J19203490+4428327',290.14545,44.475761,12.953,5784.0,78.0,-78.0,b'SPE68',4.157,0.176,-0.095,b'SPE68',0.3,0.1,-0.15,b'SPE68',1.455,0.245,-0.272,1.109,0.112,-0.074,b'DSEP',0.0,0.0,0.0,11.781,11.522,11.461,b'N/A',b'none',0.013104503425796579,5745,4.12,1.032,21.066999999999997,0.10800000000000001,819.18,0.865,0.5024,0,---,2.447559841588848
24272,0.078597,8426761.0,2.1269836015979407e+18,290.31994785282,0.1446,44.45015575545,0.1661,1.518,0.1658,-0.196,0.335,0.375,0.356,54219.9,30.053,13.852969,27349.3,55.2675,14.259021,39169.5,54.9887,13.279551,0.97947,-5.17,17.27,5333.33,0.5375,0.274,1.15,0.969,b'2MASS J19211678+4427005',290.31992,44.450161,13.855,5487.0,164.0,-148.0,b'PHO1',4.523,0.076,-0.114,b'KIC0',-0.38,0.35,-0.3,b'KIC0',0.799,0.137,-0.091,0.776,0.105,-0.061,b'DSEP',0.0,0.0,0.0,12.606,12.213,12.139,b'N/A',b'none',0.10922266139657444,5326,4.53,0.9188,10.286,0.022000000000000002,17198.8,1.1320000000000001,0.6275,0,---,1.492851533422543
24281,0.027718,8428580.0,2.12622204805715e+18,291.00931490323,0.0197,44.45235070084,0.0239,3.387,0.0249,7.531,0.041,18.116,0.041,276153.0,36.1317,12.085491,149763.0,114.572,12.412876,182481.0,144.391,11.608875,0.804001,-54.85,0.63,5848.5,0.021,0.009,0.95,0.947,b'2MASS J19240222+4427081',291.00928,44.452271,12.132,6074.0,164.0,-164.0,b'PHO1',4.364,0.121,-0.135,b'FLK73',-0.34,0.3,-0.3,b'KIC0',1.056,0.211,-0.153,0.941,0.12,-0.098,b'DSEP',0.0,0.0,0.0,11.045,10.794,10.73,b'N/A',b'none',0.007351638618246235,5813,4.32,1.0514,17.726,2.301,819.56,0.447,0.3373,0,---,0.46581635972918656
24313,0.035117,8431125.0,2.1265495307259187e+18,291.94622888489,0.017,44.42577151743,0.0203,4.3559,0.0221,29.663,0.035,-19.763,0.037,124079.0,60.7898,12.954117,51176.5,56.8439,13.578712,104541.0,82.705,12.213704,1.365008,3.67,10.45,4922.5,,,0.74,0.29,b'2MASS J19274704+4425330',291.94604,44.42585,12.968,4621.0,83.0,-83.0,b'SPE68',4.585,0.045,-0.015,b'SPE68',-0.02,0.15,-0.15,b'SPE68',0.707,0.024,-0.038,0.701,0.042,-0.028,b'DSEP',0.0,0.0,1.0,11.277,10.697,10.587,b'N/A',b'none',0.00507357836497624,4422,4.15,0.6782,31.135,0.405,5276.62,0.6629999999999999,0.4592,0,---,6.765280362982526
24350,0.143913,8435766.0,2.0783736427766702e+18,293.74195425718,0.0167,44.44825211347,0.0227,8.0113,0.0212,38.06,0.036,-16.111,0.045,461185.0,144.63,11.528678,214352.0,339.077,12.023572,348846.0,252.484,10.905335,1.118237,-2.48,0.39,5024.09,0.1897,0.094,0.74,0.312,b'2MASS J19345800+4426539',293.74167,44.44833,11.551,5090.0,102.0,-102.0,b'SPE53',4.601,0.021,-0.053,b'SPE53',-0.14,0.15,-0.15,b'SPE53',0.736,0.053,-0.031,0.789,0.039,-0.049,b'DSEP',1.0,0.0,0.0,10.184,9.675,9.586,b'N/A',b'conf',0.002646262154706477,4957,4.45,0.8231,12.588,0.03,6604.05,0.937,0.5209,0,---,2.197190877137352
